ZCTA,ADI_NATRANK,ADI_STATERNK,ADI_QUINTILE
116131,70,70,2
116132,55,55,5
116133,29,29,2
116134,24,24,1
116135,39,39,3
116136,46,46,4
116137,54,54,3
116138,35,35,4
116139,92,92,1
116140,63,63,3
116141,71,71,2
116142,46,46,4
116143,24,24,5
116144,72,72,2
116145,25,25,1
116146,1,1,2
116147,64,64,1
116148,31,31,2
116149,41,41,3
116150,67,67,5
116151,26,26,2
116152,9,9,2
116153,80,80,1
116154,48,48,1
116155,81,81,1
116156,65,65,4
116157,66,66,1
116158,54,54,5
116159,54,54,3
116160,78,78,3
116161,70,70,2
116162,35,35,4
116163,62,62,3
116164,34,34,2
116165,42,42,2
116166,64,64,5
116167,34,34,2
116168,53,53,3
116169,59,59,2
116170,41,41,1
116171,67,67,1
116172,39,39,1
116173,73,73,4
116174,53,53,3
116175,54,54,4
116176,27,27,4
116177,44,44,1
116178,54,54,3
116179,75,75,4
116180,41,41,4
116181,75,75,4
116182,31,31,4
116183,58,58,1
116184,37,37,4
116185,88,88,2
116186,84,84,3
116187,57,57,2
116188,36,36,5
116189,12,12,3
116190,59,59,4
116191,55,55,4
116192,71,71,5
116193,13,13,4
116194,53,53,1
116195,60,60,5
116196,27,27,4
116197,52,52,4
116198,31,31,5
116199,29,29,2
116200,36,36,2
116201,43,43,3
116202,80,80,4
116203,41,41,3
116204,28,28,4
116205,70,70,3
116206,75,75,4
116207,70,70,5
116208,84,84,1
116209,54,54,4
116210,53,53,4
116211,32,32,3
116212,84,84,2
116213,47,47,1
116214,42,42,4
116215,40,40,2
116216,65,65,2
116217,52,52,2
116218,54,54,3
116219,41,41,4
116220,45,45,4
116221,46,46,2
116222,85,85,4
116223,4,4,4
116224,61,61,2
116225,77,77,1
116226,4,4,5
116227,48,48,4
116228,74,74,4
116229,31,31,1
116230,56,56,5
116231,26,26,3
116232,50,50,5
116233,81,81,5
116234,92,92,5
116235,56,56,5
116236,18,18,1
116237,42,42,5
116238,4,4,1
116239,42,42,5
116240,74,74,2
116241,15,15,4
116242,44,44,1
116243,29,29,4
116244,94,94,1
116245,59,59,3
116246,71,71,5
116247,57,57,4
116248,69,69,1
116249,77,77,3
116250,50,50,1
116251,36,36,4
116252,26,26,5
116253,93,93,4
116254,70,70,2
116255,1,1,2
116256,43,43,5
116257,60,60,2
116258,91,91,3
116259,22,22,3
116260,60,60,4
116261,40,40,5
116262,20,20,2
116263,83,83,4
116264,25,25,3
116265,74,74,2
116266,10,10,2
116267,37,37,3
116268,64,64,1
116269,67,67,5
116270,60,60,1
116271,74,74,1
116272,42,42,2
116273,84,84,1
116274,58,58,3
116275,68,68,2
116276,59,59,4
116277,62,62,5
116278,24,24,4
116279,26,26,1
116280,36,36,5
116281,62,62,2
116282,35,35,3
116283,42,42,3
116284,48,48,2
116285,85,85,5
116286,65,65,2
116287,13,13,3
116288,53,53,2
116289,42,42,4
116290,44,44,4
116291,50,50,2
116292,78,78,4
116293,29,29,4
116294,55,55,3
116295,57,57,4
116296,44,44,3
116297,34,34,1
116298,31,31,4
116299,39,39,3
116300,68,68,3
116301,41,41,5
116302,47,47,1
116303,21,21,2
116304,38,38,1
116305,55,55,1
116306,8,8,2
116307,76,76,5
116308,35,35,2
116309,94,94,4
116310,60,60,1
116311,4,4,4
116312,56,56,5
116313,42,42,2
116314,57,57,5
116315,90,90,5
116316,67,67,3
116317,44,44,2
116318,15,15,4
116319,71,71,5
116320,62,62,1
116321,78,78,3
116322,46,46,2
116323,57,57,2
116324,43,43,5
116325,52,52,3
116326,12,12,2
116327,57,57,4
116328,59,59,2
116329,37,37,2
116330,65,65,3
116331,71,71,3
116332,85,85,2
116333,24,24,1
116334,66,66,3
116335,83,83,5
116336,41,41,5
116337,84,84,2
116338,31,31,3
116339,51,51,5
116340,6,6,3
116341,3,3,5
116342,11,11,5
116343,85,85,2
116344,30,30,2
116345,30,30,1
116346,60,60,1
116347,31,31,5
116348,80,80,5
116349,96,96,1
116350,1,1,3
116351,63,63,3
116352,1,1,2
116353,15,15,4
116354,61,61,5
116355,26,26,1
116356,56,56,1
116357,50,50,1
116358,8,8,2
116359,66,66,2
116360,57,57,3
116361,50,50,3
116362,33,33,4
116363,59,59,2
116364,17,17,2
116365,24,24,5
116366,58,58,5
116367,75,75,2
116368,38,38,2
116369,61,61,5
116370,55,55,1
116371,60,60,2
116372,32,32,3
116373,46,46,1
116374,49,49,1
116375,87,87,3
116376,22,22,4
116377,14,14,5
116378,100,100,5
116379,57,57,1
116380,63,63,2
116381,66,66,4
116382,69,69,3
116383,72,72,2
116384,69,69,2
116385,78,78,2
116386,54,54,3
116387,76,76,1
116388,97,97,5
116389,54,54,1
116390,62,62,5
116391,35,35,5
116392,45,45,3
116393,58,58,4
116394,40,40,4
116395,52,52,2
116396,58,58,2
116397,88,88,3
116398,28,28,4
116399,60,60,3
116400,34,34,3
116401,69,69,3
116402,71,71,3
116403,91,91,3
116404,39,39,3
116405,53,53,5
116406,70,70,4
116407,66,66,4
116408,1,1,3
116409,32,32,4
116410,64,64,3
116411,44,44,1
116412,70,70,5
116413,76,76,1
116414,44,44,2
116415,65,65,1
116416,86,86,1
116417,75,75,4
116418,30,30,3
116419,45,45,5
116420,50,50,2
116421,26,26,2
116422,76,76,2
116423,33,33,4
116424,47,47,5
116425,76,76,3
116426,38,38,2
116427,41,41,5
116428,58,58,1
116429,39,39,3
116430,88,88,3
116431,27,27,1
116432,1,1,2
116433,71,71,1
116434,41,41,5
116435,29,29,4
116436,59,59,5
116437,60,60,3
116438,30,30,3
116439,79,79,4
116440,71,71,5
116441,99,99,1
116442,38,38,2
116443,53,53,4
116444,55,55,5
116445,41,41,5
116446,60,60,4
116447,61,61,1
116448,61,61,1
116449,41,41,5
116450,44,44,3
116451,35,35,1
116452,31,31,5
116453,48,48,1
116454,87,87,4
116455,100,100,4
116456,82,82,1
116457,38,38,2
116458,60,60,1
116459,1,1,4
116460,46,46,3
116461,40,40,1
116462,96,96,5
116463,56,56,2
116464,51,51,2
116465,48,48,2
116466,42,42,1
116467,63,63,5
116468,33,33,2
116469,63,63,3
116470,85,85,5
116471,52,52,4
116472,42,42,2
116473,48,48,5
116474,80,80,4
116475,53,53,2
116476,34,34,4
116477,70,70,5
116478,32,32,3
116479,44,44,4
116480,55,55,5
116481,29,29,4
116482,5,5,1
116483,61,61,2
116484,1,1,3
116485,26,26,2
116486,69,69,5
116487,60,60,3
116488,46,46,3
116489,27,27,4
116490,39,39,3
116491,64,64,2
116492,46,46,1
116493,19,19,3
116494,28,28,5
116495,39,39,4
116496,59,59,2
116497,52,52,1
116498,18,18,5
116499,83,83,5
116500,31,31,2
116501,61,61,4
116502,26,26,3
116503,100,100,3
116504,83,83,5
116505,30,30,1
116506,52,52,3
116507,24,24,2
116508,41,41,2
116509,60,60,4
116510,71,71,1
116511,19,19,3
116512,31,31,2
116513,73,73,4
116514,83,83,1
116515,30,30,4
116516,73,73,4
116517,19,19,5
116518,42,42,5
116519,21,21,2
116520,39,39,1
116521,97,97,4
116522,48,48,4
116523,42,42,1
116524,35,35,1
116525,42,42,3
116526,29,29,5
116527,53,53,5
116528,49,49,1
116529,38,38,2
116530,36,36,1
116531,54,54,3
116532,31,31,4
116533,43,43,4
116534,38,38,3
116535,1,1,1
116536,71,71,2
116537,4,4,5
116538,5,5,2
116539,72,72,2
116540,22,22,4
116541,1,1,4
116542,83,83,5
116543,34,34,2
116544,80,80,3
116545,27,27,3
116546,8,8,5
116547,41,41,4
116548,19,19,5
116549,60,60,1
116550,66,66,4
116551,73,73,3
116552,42,42,1
116553,84,84,1
116554,26,26,4
116555,53,53,2
116556,46,46,5
116557,99,99,4
116558,80,80,1
116559,50,50,4
116560,54,54,1
116561,88,88,3
116562,31,31,4
116563,1,1,5
116564,25,25,3
116565,39,39,5
116566,84,84,4
116567,75,75,3
116568,48,48,3
116569,61,61,4
116570,32,32,1
116571,100,100,5
116572,80,80,4
116573,51,51,2
116574,48,48,5
116575,67,67,1
116576,48,48,5
116577,4,4,2
116578,88,88,4
116579,79,79,3
116580,59,59,4
116581,39,39,1
116582,50,50,2
116583,1,1,1
116584,22,22,5
116585,94,94,2
116586,62,62,4
116587,1,1,5
116588,29,29,5
116589,1,1,1
116590,30,30,5
116591,45,45,1
116592,90,90,4
116593,69,69,4
116594,42,42,1
116595,43,43,2
116596,29,29,3
116597,77,77,3
116598,80,80,5
116599,16,16,2
116600,6,6,5
116601,42,42,3
116602,45,45,5
116603,56,56,4
116604,8,8,5
116605,32,32,1
116606,47,47,3
116607,30,30,1
116608,71,71,2
116609,96,96,4
116610,36,36,4
116611,72,72,1
116612,41,41,3
116613,26,26,3
116614,32,32,1
116615,69,69,3
116616,33,33,4
116617,38,38,1
116618,21,21,4
116619,65,65,3
116620,61,61,5
116621,86,86,2
116622,64,64,5
116623,60,60,1
116624,64,64,3
116625,43,43,1
116626,52,52,5
116627,73,73,4
116628,29,29,1
116629,92,92,1
116630,65,65,2
116631,100,100,1
116632,20,20,4
116633,20,20,4
116634,59,59,5
116635,53,53,5
116636,38,38,4
116637,18,18,1
116638,43,43,2
116639,55,55,3
116640,17,17,3
116641,39,39,4
116642,59,59,5
116643,69,69,5
116644,42,42,1
116645,29,29,2
116646,52,52,5
116647,44,44,5
116648,13,13,2
116649,38,38,4
116650,35,35,4
116651,50,50,3
116652,31,31,2
116653,36,36,5
116654,45,45,4
116655,65,65,1
116656,52,52,4
116657,100,100,4
116658,18,18,5
116659,72,72,2
116660,48,48,5
116661,15,15,1
116662,40,40,4
116663,12,12,4
116664,52,52,3
116665,42,42,3
116666,32,32,5
116667,23,23,4
116668,75,75,3
116669,46,46,1
116670,55,55,1
116671,54,54,1
116672,52,52,5
116673,41,41,4
116674,87,87,5
116675,100,100,1
116676,86,86,4
116677,50,50,1
116678,48,48,4
116679,77,77,2
116680,31,31,1
116681,92,92,3
116682,69,69,2
116683,43,43,4
116684,57,57,4
116685,65,65,4
116686,39,39,5
116687,75,75,2
116688,81,81,3
116689,43,43,5
116690,38,38,3
116691,47,47,1
116692,21,21,5
116693,8,8,1
116694,39,39,1
116695,26,26,1
116696,94,94,1
116697,38,38,1
116698,61,61,1
116699,34,34,3
116700,94,94,2
116701,45,45,1
116702,18,18,4
116703,66,66,2
116704,56,56,1
116705,80,80,3
116706,46,46,2
116707,52,52,2
116708,12,12,3
116709,70,70,4
116710,51,51,4
116711,46,46,5
116712,44,44,3
116713,42,42,3
116714,71,71,2
116715,26,26,4
116716,68,68,1
116717,9,9,3
116718,2,2,3
116719,85,85,4
116720,24,24,5
116721,52,52,5
116722,43,43,1
116723,58,58,2
116724,51,51,5
116725,76,76,3
116726,14,14,3
116727,66,66,4
116728,48,48,4
116729,11,11,5
116730,36,36,3
116731,9,9,3
116732,8,8,3
116733,39,39,5
116734,79,79,4
116735,57,57,4
116736,82,82,5
116737,51,51,4
116738,88,88,2
116739,86,86,4
116740,26,26,4
116741,51,51,1
116742,31,31,3
116743,46,46,4
116744,91,91,3
116745,33,33,4
116746,20,20,3
116747,21,21,5
116748,40,40,2
116749,100,100,1
116750,86,86,3
116751,1,1,3
116752,49,49,2
116753,34,34,2
116754,74,74,4
116755,20,20,2
116756,24,24,4
116757,35,35,4
116758,32,32,4
116759,66,66,2
116760,41,41,3
116761,75,75,3
116762,29,29,5
116763,71,71,5
116764,21,21,2
116765,65,65,1
116766,37,37,1
116767,72,72,2
116768,1,1,3
116769,30,30,4
116770,79,79,2
116771,44,44,4
116772,7,7,5
116773,32,32,4
116774,59,59,1
116775,29,29,3
116776,79,79,3
116777,77,77,5
116778,66,66,2
116779,75,75,3
116780,37,37,3
116781,87,87,3
116782,76,76,4
116783,46,46,1
116784,9,9,3
116785,1,1,1
116786,74,74,2
116787,9,9,4
116788,26,26,1
116789,61,61,2
116790,17,17,4
116791,100,100,4
116792,55,55,1
116793,86,86,3
116794,76,76,1
116795,1,1,2
116796,68,68,3
116797,49,49,1
116798,48,48,5
116799,49,49,1
116800,76,76,4
116801,91,91,5
116802,20,20,5
116803,51,51,3
116804,85,85,5
116805,44,44,5
116806,55,55,1
116807,55,55,3
116808,100,100,1
116809,68,68,4
116810,100,100,3
116811,93,93,2
116812,44,44,4
116813,57,57,1
116814,100,100,5
116815,21,21,1
116816,69,69,4
116817,69,69,1
116818,43,43,2
116819,40,40,4
116820,43,43,2
116821,67,67,3
116822,86,86,5
116823,68,68,1
116824,18,18,5
116825,87,87,1
116826,79,79,1
116827,43,43,1
116828,33,33,5
116829,27,27,1
116830,76,76,5
116831,3,3,5
116832,77,77,2
116833,38,38,4
116834,57,57,4
116835,1,1,2
116836,5,5,1
116837,33,33,3
116838,27,27,4
116839,68,68,4
116840,57,57,2
116841,98,98,1
116842,62,62,5
116843,33,33,1
116844,80,80,4
116845,38,38,1
116846,36,36,5
116847,50,50,5
116848,90,90,2
116849,76,76,1
116850,75,75,3
116851,99,99,2
116852,74,74,3
116853,19,19,4
116854,63,63,2
116855,90,90,2
116856,12,12,4
116857,49,49,4
116858,23,23,2
116859,53,53,4
116860,78,78,4
116861,83,83,3
116862,45,45,2
116863,66,66,1
116864,12,12,5
116865,6,6,5
116866,77,77,4
116867,1,1,1
116868,32,32,3
116869,66,66,5
116870,55,55,2
116871,1,1,1
116872,63,63,3
116873,28,28,5
116874,53,53,1
116875,34,34,3
116876,32,32,4
116877,5,5,4
116878,41,41,4
116879,80,80,4
116880,39,39,1
116881,40,40,2
116882,32,32,4
116883,17,17,1
116884,25,25,4
116885,55,55,4
116886,100,100,2
116887,74,74,3
116888,65,65,3
116889,99,99,2
116890,61,61,3
116891,76,76,5
116892,55,55,3
116893,61,61,4
116894,14,14,1
116895,42,42,1
116896,35,35,1
116897,34,34,4
116898,33,33,2
116899,85,85,2
116900,40,40,4
116901,46,46,1
116902,100,100,2
116903,69,69,3
116904,50,50,2
116905,76,76,3
116906,33,33,2
116907,39,39,2
116908,40,40,5
116909,56,56,5
116910,61,61,5
116911,26,26,5
116912,60,60,3
116913,65,65,4
116914,38,38,3
116915,45,45,4
116916,21,21,3
116917,12,12,1
116918,21,21,5
116919,68,68,4
116920,63,63,5
116921,98,98,1
116922,50,50,2
116923,51,51,2
116924,58,58,3
116925,23,23,1
116926,72,72,2
116927,59,59,1
116928,26,26,2
116929,59,59,4
116930,68,68,5
116931,16,16,1
116932,76,76,3
116933,38,38,1
116934,1,1,1
116935,74,74,4
116936,83,83,4
116937,21,21,5
116938,8,8,3
116939,83,83,5
116940,34,34,1
116941,83,83,2
116942,5,5,1
116943,85,85,4
116944,76,76,2
116945,63,63,1
116946,1,1,4
116947,40,40,1
116948,75,75,1
116949,7,7,1
116950,36,36,1
116951,59,59,4
116952,21,21,3
116953,82,82,2
116954,77,77,2
116955,56,56,5
116956,60,60,3
116957,36,36,4
116958,64,64,3
116959,35,35,2
116960,45,45,5
116961,37,37,3
116962,85,85,1
116963,80,80,3
116964,24,24,2
116965,83,83,2
116966,30,30,5
116967,96,96,5
116968,89,89,1
116969,100,100,2
116970,57,57,4
116971,42,42,2
116972,42,42,3
116973,59,59,4
116974,24,24,4
116975,1,1,4
116976,40,40,4
116977,51,51,5
116978,63,63,2
116979,59,59,5
116980,53,53,1
116981,79,79,2
116982,28,28,1
116983,33,33,4
116984,100,100,1
116985,1,1,5
116986,77,77,4
116987,64,64,1
116988,49,49,4
116989,72,72,5
116990,67,67,4
116991,13,13,1
116992,25,25,5
116993,37,37,4
116994,1,1,2
116995,49,49,2
116996,65,65,3
116997,79,79,5
116998,51,51,2
116999,31,31,1
117000,55,55,5
117001,48,48,1
117002,69,69,5
117003,48,48,2
117004,72,72,3
117005,43,43,1
117006,82,82,5
117007,54,54,4
117008,35,35,5
117009,41,41,4
117010,68,68,1
117011,18,18,2
117012,46,46,3
117013,76,76,4
117014,62,62,5
117015,21,21,2
117016,57,57,4
117017,16,16,5
117018,54,54,1
117019,84,84,5
117020,51,51,3
117021,21,21,4
117022,45,45,2
117023,54,54,2
117024,77,77,1
117025,77,77,5
117026,22,22,5
117027,41,41,1
117028,59,59,5
117029,34,34,4
117030,62,62,5
117031,16,16,1
117032,56,56,2
117033,75,75,4
117034,51,51,1
117035,54,54,3
117036,71,71,3
117037,38,38,2
117038,65,65,2
117039,49,49,5
117040,27,27,2
117041,72,72,2
117042,85,85,3
117043,78,78,4
117044,72,72,4
117045,62,62,4
117046,59,59,1
117047,47,47,2
117048,33,33,4
117049,1,1,5
117050,10,10,4
117051,50,50,1
117052,18,18,2
117053,60,60,1
117054,93,93,4
117055,1,1,1
117056,25,25,1
117057,100,100,3
117058,70,70,3
117059,47,47,3
117060,36,36,3
117061,64,64,4
117062,74,74,2
117063,18,18,3
117064,87,87,2
117065,59,59,2
117066,73,73,4
117067,75,75,3
117068,57,57,4
117069,61,61,3
117070,62,62,5
117071,41,41,3
117072,66,66,3
117073,43,43,4
117074,50,50,2
117075,89,89,2
117076,49,49,4
117077,60,60,1
117078,45,45,3
117079,40,40,3
117080,98,98,5
117081,13,13,5
117082,51,51,2
117083,19,19,3
117084,81,81,1
117085,48,48,2
117086,38,38,4
117087,4,4,1
117088,89,89,2
117089,16,16,5
117090,62,62,5
117091,73,73,4
117092,100,100,5
117093,36,36,4
117094,28,28,1
117095,39,39,3
117096,35,35,3
117097,2,2,2
117098,90,90,5
117099,39,39,3
117100,46,46,1
117101,65,65,2
117102,84,84,2
117103,20,20,5
117104,58,58,4
117105,19,19,3
117106,58,58,3
117107,57,57,4
117108,38,38,4
117109,55,55,3
117110,56,56,5
117111,47,47,5
117112,44,44,5
117113,15,15,4
117114,22,22,5
117115,34,34,3
117116,24,24,5
117117,35,35,5
117118,48,48,5
117119,52,52,5
117120,64,64,3
117121,53,53,1
117122,52,52,2
117123,63,63,4
117124,27,27,2
117125,29,29,3
117126,40,40,3
117127,32,32,4
117128,6,6,5
117129,64,64,4
117130,25,25,4
117131,95,95,3
117132,54,54,5
117133,12,12,2
117134,66,66,2
117135,50,50,5
117136,57,57,4
117137,37,37,4
117138,26,26,3
117139,13,13,2
117140,17,17,3
117141,15,15,1
117142,41,41,3
117143,48,48,3
117144,11,11,3
117145,72,72,4
117146,53,53,5
117147,100,100,4
117148,39,39,5
117149,100,100,3
117150,68,68,4
117151,1,1,1
117152,20,20,1
117153,57,57,3
117154,6,6,2
117155,27,27,4
117156,10,10,3
117157,100,100,5
117158,77,77,5
117159,41,41,1
117160,87,87,2
117161,81,81,4
117162,82,82,2
117163,36,36,2
117164,42,42,5
117165,22,22,5
117166,47,47,4
117167,29,29,3
117168,23,23,3
117169,78,78,3
117170,66,66,3
117171,27,27,3
117172,73,73,2
117173,57,57,5
117174,42,42,4
117175,89,89,4
117176,57,57,5
117177,94,94,2
117178,64,64,1
117179,66,66,5
117180,23,23,5
117181,36,36,3
117182,86,86,1
117183,79,79,4
117184,41,41,1
117185,16,16,3
117186,91,91,2
117187,76,76,5
117188,21,21,3
117189,21,21,5
117190,95,95,2
117191,37,37,2
117192,37,37,5
117193,32,32,2
117194,58,58,3
117195,14,14,2
117196,55,55,4
117197,14,14,1
117198,15,15,3
117199,15,15,4
117200,16,16,3
117201,68,68,1
117202,68,68,4
117203,45,45,3
117204,34,34,1
117205,84,84,4
117206,67,67,5
117207,20,20,1
117208,58,58,3
117209,57,57,4
117210,67,67,1
117211,100,100,1
117212,29,29,3
117213,63,63,4
117214,87,87,1
117215,92,92,5
117216,54,54,4
117217,17,17,2
117218,5,5,3
117219,70,70,5
117220,58,58,2
117221,53,53,3
117222,57,57,4
117223,74,74,1
117224,63,63,1
117225,59,59,1
117226,35,35,2
117227,75,75,1
117228,35,35,5
117229,74,74,5
117230,40,40,1
117231,64,64,3
117232,94,94,1
117233,66,66,1
117234,85,85,2
117235,40,40,2
117236,52,52,5
117237,41,41,2
117238,8,8,3
117239,76,76,2
117240,64,64,1
117241,62,62,5
117242,80,80,1
117243,21,21,5
117244,15,15,1
117245,81,81,4
117246,48,48,5
117247,55,55,1
117248,13,13,3
117249,86,86,4
117250,66,66,1
117251,35,35,4
117252,100,100,1
117253,15,15,2
117254,41,41,1
117255,74,74,5
117256,78,78,1
117257,12,12,1
117258,42,42,3
117259,68,68,2
117260,86,86,3
117261,84,84,1
117262,67,67,4
117263,52,52,4
117264,45,45,2
117265,62,62,1
117266,85,85,3
117267,44,44,4
117268,43,43,2
117269,78,78,1
117270,76,76,2
117271,37,37,4
117272,17,17,5
117273,7,7,1
117274,53,53,2
117275,22,22,1
117276,72,72,2
117277,7,7,3
117278,90,90,5
117279,41,41,1
117280,30,30,4
117281,36,36,2
117282,28,28,5
117283,87,87,3
117284,66,66,1
117285,52,52,5
117286,19,19,1
117287,48,48,3
117288,30,30,5
117289,1,1,1
117290,32,32,3
117291,65,65,5
117292,39,39,5
117293,46,46,4
117294,76,76,2
117295,71,71,4
117296,99,99,4
117297,1,1,4
117298,28,28,5
117299,72,72,1
117300,60,60,1
117301,52,52,4
117302,34,34,5
117303,55,55,3
117304,54,54,5
117305,3,3,5
117306,55,55,5
117307,37,37,5
117308,71,71,5
117309,58,58,5
117310,98,98,4
117311,49,49,1
117312,22,22,1
117313,1,1,1
117314,26,26,1
117315,59,59,1
117316,65,65,5
117317,34,34,4
117318,39,39,2
117319,51,51,4
117320,59,59,3
117321,75,75,1
117322,35,35,5
117323,31,31,2
117324,100,100,4
117325,94,94,2
117326,36,36,3
117327,78,78,5
117328,100,100,1
117329,82,82,5
117330,30,30,1
117331,52,52,3
117332,6,6,5
117333,25,25,5
117334,49,49,2
117335,55,55,1
117336,32,32,4
117337,1,1,1
117338,54,54,3
117339,68,68,4
117340,69,69,3
117341,44,44,1
117342,46,46,3
117343,56,56,5
117344,60,60,4
117345,47,47,4
117346,1,1,2
117347,84,84,1
117348,38,38,2
117349,19,19,3
117350,40,40,2
117351,52,52,3
117352,34,34,4
117353,36,36,4
117354,41,41,1
117355,59,59,4
117356,30,30,4
117357,58,58,1
117358,15,15,1
117359,100,100,4
117360,76,76,2
117361,43,43,1
117362,58,58,1
117363,20,20,1
117364,64,64,5
117365,71,71,4
117366,56,56,3
117367,72,72,5
117368,49,49,4
117369,47,47,4
117370,33,33,2
117371,63,63,3
117372,29,29,1
117373,60,60,3
117374,57,57,1
117375,83,83,2
117376,64,64,1
117377,6,6,2
117378,33,33,5
117379,32,32,2
117380,31,31,5
117381,74,74,4
117382,1,1,3
117383,85,85,2
117384,74,74,5
117385,54,54,1
117386,58,58,4
117387,51,51,4
117388,53,53,3
117389,78,78,2
117390,44,44,3
117391,65,65,5
117392,28,28,5
117393,63,63,5
117394,43,43,2
117395,60,60,2
117396,28,28,1
117397,61,61,5
117398,48,48,2
117399,89,89,3
117400,56,56,5
117401,62,62,3
117402,38,38,3
117403,57,57,1
117404,61,61,3
117405,41,41,5
117406,39,39,3
117407,29,29,2
117408,48,48,1
117409,33,33,2
117410,57,57,3
117411,30,30,1
117412,46,46,4
117413,26,26,3
117414,78,78,4
117415,50,50,1
117416,50,50,4
117417,64,64,3
117418,94,94,2
117419,52,52,5
117420,12,12,1
117421,79,79,3
117422,16,16,2
117423,37,37,3
117424,79,79,3
117425,41,41,1
117426,35,35,4
117427,57,57,4
117428,50,50,4
117429,32,32,1
117430,71,71,2
117431,80,80,4
117432,84,84,1
117433,63,63,4
117434,32,32,1
117435,18,18,2
117436,1,1,5
117437,75,75,4
117438,54,54,4
117439,39,39,5
117440,1,1,4
117441,20,20,3
117442,5,5,5
117443,86,86,4
117444,65,65,4
117445,17,17,3
117446,90,90,5
117447,31,31,2
117448,58,58,1
117449,58,58,1
117450,47,47,1
117451,42,42,2
117452,50,50,5
117453,43,43,4
117454,56,56,1
117455,57,57,4
117456,36,36,3
117457,77,77,3
117458,29,29,2
117459,59,59,5
117460,41,41,2
117461,28,28,1
117462,43,43,2
117463,33,33,4
117464,66,66,4
117465,47,47,1
117466,84,84,1
117467,26,26,4
117468,1,1,4
117469,59,59,2
117470,93,93,5
117471,62,62,5
117472,26,26,2
117473,24,24,3
117474,100,100,1
117475,40,40,4
117476,24,24,3
117477,79,79,1
117478,46,46,4
117479,1,1,5
117480,100,100,1
117481,64,64,1
117482,12,12,2
117483,84,84,4
117484,23,23,4
117485,22,22,3
117486,27,27,3
117487,98,98,4
117488,100,100,3
117489,36,36,4
117490,92,92,3
117491,1,1,5
117492,72,72,2
117493,84,84,2
117494,87,87,1
117495,51,51,5
117496,64,64,3
117497,32,32,2
117498,50,50,5
117499,45,45,5
117500,44,44,5
117501,78,78,1
117502,55,55,5
117503,92,92,2
117504,56,56,1
117505,100,100,2
117506,80,80,3
117507,47,47,1
117508,54,54,3
117509,29,29,5
117510,54,54,2
117511,25,25,2
117512,83,83,2
117513,41,41,5
117514,58,58,1
117515,1,1,3
117516,43,43,2
117517,40,40,5
117518,73,73,1
117519,63,63,3
117520,75,75,3
117521,61,61,5
117522,80,80,2
117523,60,60,4
117524,15,15,1
117525,47,47,5
117526,49,49,3
117527,1,1,4
117528,24,24,3
117529,100,100,2
117530,43,43,2
117531,47,47,4
117532,1,1,5
117533,16,16,2
117534,62,62,5
117535,38,38,1
117536,22,22,5
117537,82,82,2
117538,32,32,2
117539,17,17,3
117540,51,51,4
117541,29,29,4
117542,29,29,3
117543,48,48,3
117544,33,33,1
117545,8,8,2
117546,63,63,2
117547,71,71,3
117548,43,43,3
117549,65,65,4
117550,40,40,4
117551,2,2,2
117552,72,72,4
117553,47,47,1
117554,53,53,4
117555,47,47,1
117556,45,45,4
117557,53,53,3
117558,54,54,3
117559,81,81,4
117560,60,60,1
117561,79,79,2
117562,87,87,4
117563,9,9,5
117564,81,81,2
117565,66,66,2
117566,62,62,3
117567,74,74,4
117568,43,43,3
117569,65,65,5
117570,23,23,3
117571,14,14,1
117572,63,63,2
117573,48,48,3
117574,49,49,4
117575,30,30,2
117576,59,59,5
117577,39,39,2
117578,48,48,3
117579,37,37,1
117580,29,29,5
117581,44,44,4
117582,79,79,1
117583,38,38,5
117584,46,46,2
117585,43,43,4
117586,34,34,5
117587,80,80,4
117588,15,15,5
117589,47,47,5
117590,28,28,5
117591,64,64,1
117592,53,53,2
117593,79,79,4
117594,68,68,4
117595,52,52,3
117596,68,68,1
117597,70,70,5
117598,27,27,5
117599,69,69,3
117600,57,57,2
117601,62,62,1
117602,39,39,2
117603,28,28,4
117604,24,24,5
117605,1,1,1
117606,32,32,3
117607,100,100,4
117608,70,70,2
117609,57,57,3
117610,74,74,4
117611,43,43,5
117612,40,40,3
117613,42,42,4
117614,31,31,2
117615,33,33,2
117616,49,49,1
117617,51,51,2
117618,83,83,1
117619,75,75,2
117620,12,12,4
117621,42,42,4
117622,22,22,1
117623,1,1,2
117624,52,52,3
117625,64,64,2
117626,51,51,3
117627,60,60,4
117628,41,41,1
117629,24,24,2
117630,40,40,1
117631,84,84,1
117632,59,59,5
117633,11,11,2
117634,53,53,3
117635,81,81,4
117636,69,69,1
117637,82,82,2
117638,12,12,5
117639,53,53,5
117640,41,41,2
117641,64,64,2
117642,28,28,4
117643,28,28,2
117644,49,49,1
117645,26,26,2
117646,56,56,2
117647,1,1,1
117648,79,79,3
117649,1,1,4
117650,72,72,3
117651,35,35,1
117652,13,13,3
117653,54,54,4
117654,72,72,1
117655,78,78,1
117656,78,78,2
117657,28,28,1
117658,55,55,5
117659,5,5,3
117660,51,51,2
117661,58,58,4
117662,40,40,2
117663,4,4,1
117664,35,35,2
117665,97,97,4
117666,59,59,1
117667,37,37,2
117668,46,46,2
117669,59,59,2
117670,11,11,4
117671,12,12,5
117672,31,31,4
117673,37,37,4
117674,94,94,5
117675,51,51,1
117676,37,37,1
117677,51,51,3
117678,1,1,2
117679,27,27,3
117680,31,31,2
117681,24,24,1
